repo,childSha,parentSha,childBranch,timestamp,newHitLines,newNonHitLines,newFileHitLines,newFileNonHitLines,deletedLinesTested,deletedLinesNotTested,deletedFileLinesTested,deletedFileLinesNotTested,oldLinesNewlyTested,oldLinesNoLongerTested,modifiedLinesNewlyHit,modifiedLinesStillHit,modifiedLinesNotHit,nStatementsInBoth,nStatementsInEither,totalStatementsHitNow,totalStatementsHitPrev,totalStatementsNow,totalStatementsPrev,insFilesSrc,insFilesTest,modFilesSrc,modFilesTest,delFilesSrc,delFilesTest,newLinesSrc,newLinesTest,delLinesSrc,delLinesTest,insLinesAllFiles,delLinesAllFiles
F5Networks/k8s-bigip-ctlr,b7d33d5950d5ecb51a884f0c37593b718d0aefad,ac8952980eb30b651772c26d45539173da0d90ed,(HEAD detached at b7d33d59),1674203906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,37,26,5,3,71,9,
F5Networks/k8s-bigip-ctlr,ac8952980eb30b651772c26d45539173da0d90ed,ea13d6aadb8f0ed39aeebd4c31c5ee693e3e794e,(HEAD detached at ac895298),1673936269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,516,482,344,267,1052,615,
F5Networks/k8s-bigip-ctlr,ea13d6aadb8f0ed39aeebd4c31c5ee693e3e794e,00286ef6e116da1630719286ee612efda3e3c9fe,(HEAD detached at ea13d6aa),1673868772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,165,285,135,0,579,135,
F5Networks/k8s-bigip-ctlr,00286ef6e116da1630719286ee612efda3e3c9fe,f37f53c37b49ebe76e4b39759d42d84d659aeccf,(HEAD detached at 00286ef6),1673859205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
F5Networks/k8s-bigip-ctlr,f37f53c37b49ebe76e4b39759d42d84d659aeccf,66b1ece5611206b6b13e5259d82c1d869ab22715,(HEAD detached at f37f53c3),1673439272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,9,0,0,20,2,
F5Networks/k8s-bigip-ctlr,66b1ece5611206b6b13e5259d82c1d869ab22715,ef39ca8551724b426a2394efe4fbc18446fd2ebf,(HEAD detached at 66b1ece5),1673420778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,
F5Networks/k8s-bigip-ctlr,ef39ca8551724b426a2394efe4fbc18446fd2ebf,19f7d4457598bd2b1e8788b3c62b36f85d684b09,(HEAD detached at ef39ca85),1673032310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,
F5Networks/k8s-bigip-ctlr,19f7d4457598bd2b1e8788b3c62b36f85d684b09,b145e4986d4570eb1b96995978f44c469ca7286b,(HEAD detached at 19f7d445),1672992317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,4,0,1,32,1,
F5Networks/k8s-bigip-ctlr,b145e4986d4570eb1b96995978f44c469ca7286b,07223eaf4bef998f1f0601b2597cd5c2408d7f35,(HEAD detached at b145e498),1672988710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,
F5Networks/k8s-bigip-ctlr,07223eaf4bef998f1f0601b2597cd5c2408d7f35,dcc958bf5d87e283111b172b5014d5a6c438b6ff,(HEAD detached at 07223eaf),1672976996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,500,
F5Networks/k8s-bigip-ctlr,a8aeea5f1a03bd5f374a34e2fa8ec55a8c12e517,43578d3e7d0641b513e3f8e281eb025388937589,(HEAD detached at a8aeea5f),1672401690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,70,1,338,142,26952,12,1862,29836,
F5Networks/k8s-bigip-ctlr,dcc958bf5d87e283111b172b5014d5a6c438b6ff,e85d7f2db47f78ef0042870254efd1ef19b27a74,(HEAD detached at dcc958bf),1672914310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,7,30,7,
F5Networks/k8s-bigip-ctlr,e85d7f2db47f78ef0042870254efd1ef19b27a74,3c9df35746d25b1894f02ca5d80f3755623ae0d0,(HEAD detached at e85d7f2d),1672747460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,303,76,207,195,405,426,
F5Networks/k8s-bigip-ctlr,3c9df35746d25b1894f02ca5d80f3755623ae0d0,be2a88118644896d4f17c4373390d10c2d688c0f,(HEAD detached at 3c9df357),1672210660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,228,47,7,233,54,
F5Networks/k8s-bigip-ctlr,be2a88118644896d4f17c4373390d10c2d688c0f,fb0cc5f842bae735ac4894e5bd62c8b6d97a1e28,(HEAD detached at be2a8811),1672131125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,13,0,0,133,3772,290,1019,4194,1309,
F5Networks/k8s-bigip-ctlr,fb0cc5f842bae735ac4894e5bd62c8b6d97a1e28,f904c690db9cd41be4ab9af3538d19c7b74b745a,(HEAD detached at fb0cc5f8),1671437705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,23,0,0,185,649,183,82,34245,31570,
F5Networks/k8s-bigip-ctlr,f904c690db9cd41be4ab9af3538d19c7b74b745a,4b8c018e9ff80e43937ad10f6e4827d3df7d8526,(HEAD detached at f904c690),1670924660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,
F5Networks/k8s-bigip-ctlr,4b8c018e9ff80e43937ad10f6e4827d3df7d8526,3327b96c79a508771a550b9887d0dd750d2b1586,(HEAD detached at 4b8c018e),1670921100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,
F5Networks/k8s-bigip-ctlr,3327b96c79a508771a550b9887d0dd750d2b1586,e105c6fa08716edcd4390002cce972977e253a06,(HEAD detached at 3327b96c),1670918174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,0,0,359,1647,165,6,2123,229,
F5Networks/k8s-bigip-ctlr,e105c6fa08716edcd4390002cce972977e253a06,bcf209d5ce0dc58c7f28217ea717e72772913194,(HEAD detached at e105c6fa),1669888741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,
F5Networks/k8s-bigip-ctlr,bcf209d5ce0dc58c7f28217ea717e72772913194,973d47c13eac2f769ffd3dfadcdd53debfd58fc3,(HEAD detached at bcf209d5),1669878175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,114,78,96,106,601,314,
F5Networks/k8s-bigip-ctlr,973d47c13eac2f769ffd3dfadcdd53debfd58fc3,39b177e44cefd9ae03ecbf83b97c8f67500320b2,(HEAD detached at 973d47c1),1669719953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,96,25,
F5Networks/k8s-bigip-ctlr,39b177e44cefd9ae03ecbf83b97c8f67500320b2,09ba8c3c03f6756d765af2fdbcbb11c286cc4e60,(HEAD detached at 39b177e4),1669397141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,3,7,3,31329,33435,
F5Networks/k8s-bigip-ctlr,09ba8c3c03f6756d765af2fdbcbb11c286cc4e60,8265c0ebe57186bffef526aa8c9315ba3f34e9f5,(HEAD detached at 09ba8c3c),1669355342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0,0,124,231,48,23,33891,31419,
F5Networks/k8s-bigip-ctlr,8265c0ebe57186bffef526aa8c9315ba3f34e9f5,ad8d351a02f69df91fffe093b117cd7f6c213702,(HEAD detached at 8265c0eb),1668550718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,
F5Networks/k8s-bigip-ctlr,ad8d351a02f69df91fffe093b117cd7f6c213702,75c7d54c1db541ed8999ab828dd1a48f36984881,(HEAD detached at ad8d351a),1668489532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,18,0,8,18,
F5Networks/k8s-bigip-ctlr,75c7d54c1db541ed8999ab828dd1a48f36984881,61d313194c9ba3a6cd4e9c06e2564ebd799f1d29,(HEAD detached at 75c7d54c),1668412770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,93,246,32,0,345,32,
F5Networks/k8s-bigip-ctlr,61d313194c9ba3a6cd4e9c06e2564ebd799f1d29,ea82beed3541f48b9f9605cf25b87cd351f1cfee,(HEAD detached at 61d31319),1668143400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,45,0,7,45,
F5Networks/k8s-bigip-ctlr,ea82beed3541f48b9f9605cf25b87cd351f1cfee,09074d61f1715458d8d4c72cd15fe0e01e52cd4b,(HEAD detached at ea82beed),1668134482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,304,130,234,29,543,278,
F5Networks/k8s-bigip-ctlr,09074d61f1715458d8d4c72cd15fe0e01e52cd4b,cfc160666174c29d66a86ffaae94ec809cddb5a2,(HEAD detached at 09074d61),1667972910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25,111,0,0,137,0,
F5Networks/k8s-bigip-ctlr,cfc160666174c29d66a86ffaae94ec809cddb5a2,f92d2634d98be58c81bd19dfbb461c7c0eecb717,(HEAD detached at cfc16066),1667367137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,75,28,25,0,113,27,
F5Networks/k8s-bigip-ctlr,f92d2634d98be58c81bd19dfbb461c7c0eecb717,5abc43c131b995a2099a44ede04bf99c73d04d40,(HEAD detached at f92d2634),1667365663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,291,0,20,0,344,21,
F5Networks/k8s-bigip-ctlr,5abc43c131b995a2099a44ede04bf99c73d04d40,9297496e98e5bab07374106cdf85dac1fc8ff370,(HEAD detached at 5abc43c1),1666345601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,185,98,58,111,362,207,
F5Networks/k8s-bigip-ctlr,9297496e98e5bab07374106cdf85dac1fc8ff370,ea21676e3fa9b997184bb15e8a7227c7b1a04197,(HEAD detached at 9297496e),1666072642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,75,0,20,0,159,22,
F5Networks/k8s-bigip-ctlr,ea21676e3fa9b997184bb15e8a7227c7b1a04197,80fcd71dce4b3652130a2f1f114ee4a5d8edecc1,(HEAD detached at ea21676e),1666070808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,266,162,119,1,456,121,
F5Networks/k8s-bigip-ctlr,80fcd71dce4b3652130a2f1f114ee4a5d8edecc1,d6ceb883ee3614f1678b503747290881f0189fa5,(HEAD detached at 80fcd71d),1665724326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,13,0,81,15,
F5Networks/k8s-bigip-ctlr,d6ceb883ee3614f1678b503747290881f0189fa5,ef828550d72a60cbdf1a6ff238d18ba22a70a988,(HEAD detached at d6ceb883),1665716197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,45,0,34,0,95,44,
F5Networks/k8s-bigip-ctlr,ef828550d72a60cbdf1a6ff238d18ba22a70a988,c2885fdb6bf1f0b390d22c2c9a6701bf2fa87c40,(HEAD detached at ef828550),1665681828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,146,66,166,97,254,301,
F5Networks/k8s-bigip-ctlr,c2885fdb6bf1f0b390d22c2c9a6701bf2fa87c40,683c932ddf85a974ddb582048efc11520b6bd800,(HEAD detached at c2885fdb),1665629290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,485,86,655,82,571,737,
F5Networks/k8s-bigip-ctlr,683c932ddf85a974ddb582048efc11520b6bd800,f793a8e8ffc882443c470b20f4e1c17c936a98d8,(HEAD detached at 683c932d),1665050624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,
F5Networks/k8s-bigip-ctlr,f793a8e8ffc882443c470b20f4e1c17c936a98d8,853845ace2d5976068e4d743ff2703fe149ed286,(HEAD detached at f793a8e8),1665035382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,
F5Networks/k8s-bigip-ctlr,853845ace2d5976068e4d743ff2703fe149ed286,f5f30bc3fbe6767c359b524762b4a7ceab3cb3a3,(HEAD detached at 853845ac),1663923450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,10,2,
F5Networks/k8s-bigip-ctlr,f5f30bc3fbe6767c359b524762b4a7ceab3cb3a3,fb766e9c691c98cc12aeb6674bc9c8d92f25a58f,(HEAD detached at f5f30bc3),1663922535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,139,13,107,65,157,174,
F5Networks/k8s-bigip-ctlr,fb766e9c691c98cc12aeb6674bc9c8d92f25a58f,0f91026dd3c695b6486ce6d6de8acef71b0a1ab9,(HEAD detached at fb766e9c),1663907085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,5,0,33,18,
F5Networks/k8s-bigip-ctlr,0f91026dd3c695b6486ce6d6de8acef71b0a1ab9,c6df6d9647496462686463ee15ff3ccadc9f7841,(HEAD detached at 0f91026d),1663648354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,41,37,24,0,80,24,
F5Networks/k8s-bigip-ctlr,c6df6d9647496462686463ee15ff3ccadc9f7841,a62ef164fa8d6ff1fbbbb5f1565875a2c8dead50,(HEAD detached at c6df6d96),1663564989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,37,8,
F5Networks/k8s-bigip-ctlr,a62ef164fa8d6ff1fbbbb5f1565875a2c8dead50,695b1f25f854b42770e12f5d67f66347d2160607,(HEAD detached at a62ef164),1662967259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,
F5Networks/k8s-bigip-ctlr,695b1f25f854b42770e12f5d67f66347d2160607,c0a031c2d5f397a56a7c119198f9fd2eaccd0bd1,(HEAD detached at 695b1f25),1662965959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,
F5Networks/k8s-bigip-ctlr,c0a031c2d5f397a56a7c119198f9fd2eaccd0bd1,e1dde1abe020cecfe529f2e30504e312fb13b7f6,(HEAD detached at c0a031c2),1662613628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,179,
F5Networks/k8s-bigip-ctlr,e1dde1abe020cecfe529f2e30504e312fb13b7f6,9e8c448d06846040d8dc4aaa6456a91c3bdaa50f,(HEAD detached at e1dde1ab),1662442793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,
F5Networks/k8s-bigip-ctlr,9e8c448d06846040d8dc4aaa6456a91c3bdaa50f,60500707844fb95fc39b2ca5e3423ca3fb9a4739,(HEAD detached at 9e8c448d),1662355442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,8,0,4,8,
F5Networks/k8s-bigip-ctlr,60500707844fb95fc39b2ca5e3423ca3fb9a4739,8acf206e1915612b48a3bde9de20ec0eb7ab6edd,(HEAD detached at 60500707),1662120519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,51,0,50,0,51,50,
F5Networks/k8s-bigip-ctlr,8acf206e1915612b48a3bde9de20ec0eb7ab6edd,0c0f2f0f5101a7f66841b3b21a5401b8d8c536c8,(HEAD detached at 8acf206e),1661850147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,157,7,37,7,222,57,
F5Networks/k8s-bigip-ctlr,0c0f2f0f5101a7f66841b3b21a5401b8d8c536c8,89790496d62d19dae7637f75baf92b636ed5c0dd,(HEAD detached at 0c0f2f0f),1661313267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,10,39,5,4,57,15,
F5Networks/k8s-bigip-ctlr,89790496d62d19dae7637f75baf92b636ed5c0dd,928fa4bf18977de4867cd7355870df8dd3fe124f,(HEAD detached at 89790496),1661250668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,45,54,14,0,99,14,
F5Networks/k8s-bigip-ctlr,928fa4bf18977de4867cd7355870df8dd3fe124f,d01bf8ac1fd518fbe3e352addc4a00521401a19f,(HEAD detached at 928fa4bf),1661224894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,107,46,28,5,154,33,
F5Networks/k8s-bigip-ctlr,d01bf8ac1fd518fbe3e352addc4a00521401a19f,39431965ebefc0a186c172185a5e9cce0a2ee2b5,(HEAD detached at d01bf8ac),1661149807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,46,94,25,2,175,52,
F5Networks/k8s-bigip-ctlr,39431965ebefc0a186c172185a5e9cce0a2ee2b5,df68a5f59047f1719dfe181287ad2ce841913da6,(HEAD detached at 39431965),1660710673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,19,25,18,12,90,50,
F5Networks/k8s-bigip-ctlr,df68a5f59047f1719dfe181287ad2ce841913da6,7d231fc1c1d48d4025f2c9e558258ce709ad3354,(HEAD detached at df68a5f5),1660629271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,189,0,142,0,201,151,
F5Networks/k8s-bigip-ctlr,7d231fc1c1d48d4025f2c9e558258ce709ad3354,c543b9a05ec6bdc07a824c6f6f76e8ac6f07acf7,(HEAD detached at 7d231fc1),1660281846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,5,5,
F5Networks/k8s-bigip-ctlr,c543b9a05ec6bdc07a824c6f6f76e8ac6f07acf7,07d5bb8eac4b7fb6eff0ca8146692adf44ba0e20,(HEAD detached at c543b9a0),1660207748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,22,0,20,24,
F5Networks/k8s-bigip-ctlr,07d5bb8eac4b7fb6eff0ca8146692adf44ba0e20,9db2bd807173ddb026bcb3ba8bb3fa71974d6262,(HEAD detached at 07d5bb8e),1660200948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,364,247,136,51,840,213,
F5Networks/k8s-bigip-ctlr,9db2bd807173ddb026bcb3ba8bb3fa71974d6262,14606a9b60281ba7a98344ba681c9d162419177d,(HEAD detached at 9db2bd80),1660026049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,105,20,70,5,125,75,
F5Networks/k8s-bigip-ctlr,14606a9b60281ba7a98344ba681c9d162419177d,2cbdaaff9aa0e5d7be149695b2cbd205fb943aa0,(HEAD detached at 14606a9b),1659950563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,116,2,62,2,780,634,
F5Networks/k8s-bigip-ctlr,2cbdaaff9aa0e5d7be149695b2cbd205fb943aa0,924d08f8e47954b3bc63fbfa0221e23133541132,(HEAD detached at 2cbdaaff),1659676396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,
F5Networks/k8s-bigip-ctlr,924d08f8e47954b3bc63fbfa0221e23133541132,c0b2d2eb050b660427914eeae632d1ff5a76b5c2,(HEAD detached at 924d08f8),1659445375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,108,125,58,6,233,64,
F5Networks/k8s-bigip-ctlr,c0b2d2eb050b660427914eeae632d1ff5a76b5c2,4c30d029fdb88f97a5dc290322c9bc92af813a16,(HEAD detached at c0b2d2eb),1659424261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,52,1,14,0,54,15,
F5Networks/k8s-bigip-ctlr,4c30d029fdb88f97a5dc290322c9bc92af813a16,ab510e91a9a4e78055994f564ef145ee99726893,(HEAD detached at 4c30d029),1658927480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,62,111,21,3,178,24,
F5Networks/k8s-bigip-ctlr,ab510e91a9a4e78055994f564ef145ee99726893,ef913a3d21e293c003951056b8a8f4ba9ecc1e77,(HEAD detached at ab510e91),1658916529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,403,107,195,29,673,228,
F5Networks/k8s-bigip-ctlr,ef913a3d21e293c003951056b8a8f4ba9ecc1e77,58fc14cba16210c7b378ccb468de8c21b2d2113c,(HEAD detached at ef913a3d),1658848087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,183,66,63,65,249,128,
F5Networks/k8s-bigip-ctlr,58fc14cba16210c7b378ccb468de8c21b2d2113c,af5e8682be4bd8799da21851c79dd1ccb16e68e7,(HEAD detached at 58fc14cb),1658825027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,2,3,31304,30912,
F5Networks/k8s-bigip-ctlr,af5e8682be4bd8799da21851c79dd1ccb16e68e7,563e8596fce0363e256f77407d6875f5608bfd60,(HEAD detached at af5e8682),1658821718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,0,13,0,101,13,
F5Networks/k8s-bigip-ctlr,563e8596fce0363e256f77407d6875f5608bfd60,5e79156983ffecb5da06255f6fbe5e00a14673ec,(HEAD detached at 563e8596),1658737528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,21,0,31,23,
F5Networks/k8s-bigip-ctlr,5e79156983ffecb5da06255f6fbe5e00a14673ec,a8cd93c79f260b6d48f8ed5149df0ad1f785e3d9,(HEAD detached at 5e791569),1658432121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,19,0,34,29,
F5Networks/k8s-bigip-ctlr,a8cd93c79f260b6d48f8ed5149df0ad1f785e3d9,55399b0d250adea1c3419f9fd24ba62d0db1ccef,(HEAD detached at a8cd93c7),1658203806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,70,0,47,0,103,61,
F5Networks/k8s-bigip-ctlr,55399b0d250adea1c3419f9fd24ba62d0db1ccef,de4f3af50ee1c90ef4b2005cec068c1aee944134,(HEAD detached at 55399b0d),1657598038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,
F5Networks/k8s-bigip-ctlr,de4f3af50ee1c90ef4b2005cec068c1aee944134,9d7d72e5e0e40e835be3d2816936fbd3733920cf,(HEAD detached at de4f3af5),1657114778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,51,0,17,52,
F5Networks/k8s-bigip-ctlr,9d7d72e5e0e40e835be3d2816936fbd3733920cf,15428a35b4151e6bc36018ab5161eee7b2665b15,(HEAD detached at 9d7d72e5),1657078581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
F5Networks/k8s-bigip-ctlr,15428a35b4151e6bc36018ab5161eee7b2665b15,34938d88ce8234f08c024ed15774c66fdfa60f47,(HEAD detached at 15428a35),1657029244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,1,0,20,1,
F5Networks/k8s-bigip-ctlr,34938d88ce8234f08c024ed15774c66fdfa60f47,f2002f0db7405142899e8423a3d91d79d048faf0,(HEAD detached at 34938d88),1656943256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,6,0,24,6,
F5Networks/k8s-bigip-ctlr,f2002f0db7405142899e8423a3d91d79d048faf0,d0e9c069dc930acb08736134214d8f9d30ec84d2,(HEAD detached at f2002f0d),1656931706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,120,0,48,0,121,48,
F5Networks/k8s-bigip-ctlr,d0e9c069dc930acb08736134214d8f9d30ec84d2,44b1234af2e3bea0b3f80a24abc52d4d34633efc,(HEAD detached at d0e9c069),1656920723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,15,23,7,8,41,18,
F5Networks/k8s-bigip-ctlr,44b1234af2e3bea0b3f80a24abc52d4d34633efc,a399bb1afb0f7be0d8b6611f368db490727a9b85,(HEAD detached at 44b1234a),1656598588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,9,1,
F5Networks/k8s-bigip-ctlr,a399bb1afb0f7be0d8b6611f368db490727a9b85,9f5dee36d354663172dc5dc5b0645e17981db95c,(HEAD detached at a399bb1a),1656592949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,0,6,0,50,6,
F5Networks/k8s-bigip-ctlr,9f5dee36d354663172dc5dc5b0645e17981db95c,811788d000498c9fc96d295e9e3cf68f3497290c,(HEAD detached at 9f5dee36),1656590215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,27,3,10,3,32,14,
F5Networks/k8s-bigip-ctlr,811788d000498c9fc96d295e9e3cf68f3497290c,6b115ed375dddb5c51b4fe6858f816d744043388,(HEAD detached at 811788d0),1656489565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64,0,39,0,69,40,
